utc_timestamp,DE_KN_residential4_grid_import,DE_KN_residential4_grid_export,temp,holiday,season_Autumn,season_Spring,season_Summer,season_Winter,day_of_week_Friday,day_of_week_Monday,day_of_week_Saturday,day_of_week_Sunday,day_of_week_Thursday,day_of_week_Tuesday,day_of_week_Wednesday
2016-02-09,2016.9705541096876,976.6369163088542,4.508854166666667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016-02-10,2038.9602094446875,980.0773517420729,3.7708333333333335,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-02-11,2056.654379896458,994.3392748436249,3.4583333333333335,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-12,2073.0949464517707,1013.0758366035416,2.790104166666667,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-13,2089.2779902082293,1024.6765313234375,1.3369791666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2016-02-14,2105.2541931097917,1032.8605401028124,1.8890624999999999,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-02-15,2125.4369831326044,1035.947443455,2.5328125,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2016-02-16,2146.9993399927084,1037.2836019541667,-0.01354166666666668,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016-02-17,2167.4728839642707,1038.4535382158333,0.3614583333333334,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-02-18,2186.320147955729,1049.5946758104167,1.5442708333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-19,2202.7391558213544,1060.4109497746874,3.5588541666666664,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-20,2224.0876172691665,1062.83243952625,7.904166666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2016-02-21,2254.051929378646,1070.3785474771876,10.349479166666667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-02-22,2268.239743919062,1093.4051979497917,7.159375,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2016-02-23,2280.6346842422918,1109.6869567092708,3.338020833333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016-02-24,2296.497523675729,1116.9599379472916,2.078125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-02-25,2316.2294423604167,1120.5812629991667,1.796354166666667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-26,2335.3866141122917,1130.9454019980208,2.379166666666667,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-27,2348.2116209167707,1159.8638077089583,2.7854166666666664,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2016-02-28,2360.3189328497915,1184.311733441771,2.3020833333333335,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-02-29,2377.682440611354,1190.8244557792707,2.4270833333333335,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2016-03-01,2398.5272167806247,1193.2985041739582,2.321875,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016-03-02,2417.6468328864585,1198.7508021695833,5.0265625,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-03-03,2437.9660648428126,1206.6616068070832,3.1140624999999997,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-04,2457.5798746797914,1216.1342695616665,2.899479166666667,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-05,2476.4185021939584,1221.383413044479,2.222916666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2016-03-06,2500.117074111354,1227.3925776645833,2.6822916666666665,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-07,2520.46275461625,1241.675669209896,1.4244791666666667,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2016-03-08,2536.1509395991666,1256.9281505955207,2.790104166666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016-03-09,2551.929261189271,1278.787202044479,4.891145833333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-03-10,2566.569611579583,1309.4565392443749,4.728645833333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-11,2578.8588463035417,1336.6639852056248,5.016666666666667,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-12,2592.5806194869792,1347.2062644503123,4.225,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2016-03-13,2608.6075485660417,1358.6658197162499,4.072916666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-14,2623.1011397684374,1372.205076638229,3.2458333333333336,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2016-03-15,2639.494989875625,1382.7620526938542,4.853645833333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016-03-16,2658.7316340911457,1401.279184899375,5.080729166666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-03-17,2671.493081211354,1434.7920399967707,5.441666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-18,2681.7594809802085,1474.8806139233332,3.9958333333333336,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-19,2686.5314116822915,1517.092709436979,5.416666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2016-03-20,2691.6300725251044,1545.3567555952084,5.840624999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-21,2698.3706487017707,1566.8946790854168,6.977083333333333,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2016-03-22,2707.7194876204167,1593.8161786633334,7.050520833333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016-03-23,2718.78709018125,1612.241705532604,6.680729166666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-03-24,2731.989949508125,1626.6576021734375,7.015104166666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-25,2743.470395501458,1643.0784303211458,6.58125,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-26,2758.1706100397914,1664.661042634479,9.019791666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2016-03-27,2769.0300623801045,1692.1621195955206,8.575000000000001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-28,2780.5595555332293,1713.5572794432292,8.475520833333333,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
