consumption,temperature_2m,precipitation,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,is_day,sunshine_duration,day_of_week,month,hour,day
0.0,24.0,0.0,35.1,12.0,0.0,81.0,1.0,3600.0,3,7,0,1
0.0,24.1,0.0,53.7,32.0,0.0,83.0,1.0,3600.0,3,7,1,1
0.0,24.2,0.0,42.9,22.0,0.0,77.0,1.0,3600.0,3,7,2,1
0.0,24.25,0.0,36.6,16.0,0.0,74.0,1.0,3600.0,3,7,3,1
0.0,24.3,0.0,27.3,8.0,0.0,67.0,1.0,3600.0,3,7,4,1
0.0,24.35,0.0,14.700001,7.0,0.0,28.0,1.0,3600.0,3,7,5,1
0.0,24.35,0.0,10.2,7.0,0.0,13.0,1.0,3600.0,3,7,6,1
0.0,24.3,0.0,1.8,2.0,0.0,0.0,1.0,3600.0,3,7,7,1
0.031,24.25,0.0,9.0,10.0,0.0,0.0,1.0,3600.0,3,7,8,1
0.225,24.25,0.0,26.099998,29.0,0.0,0.0,1.0,2612.3792,3,7,9,1
0.269,24.15,0.1,27.0,26.0,6.0,0.0,0.0,0.0,3,7,10,1
0.281,24.25,0.0,33.0,26.0,16.0,0.0,0.0,0.0,3,7,11,1
0.256,24.2,0.0,21.900002,19.0,8.0,0.0,0.0,0.0,3,7,12,1
0.2,24.15,0.0,17.7,19.0,1.0,0.0,0.0,0.0,3,7,13,1
0.125,24.1,0.0,18.300001,19.0,2.0,0.0,0.0,0.0,3,7,14,1
0.031,24.1,0.0,21.3,17.0,10.0,0.0,0.0,0.0,3,7,15,1
0.013,24.0,0.0,19.5,15.0,10.0,0.0,0.0,0.0,3,7,16,1
0.0,23.95,0.0,31.5,21.0,21.0,0.0,0.0,0.0,3,7,17,1
0.0,23.95,0.0,43.200005,21.0,39.0,3.0,0.0,0.0,3,7,18,1
0.0,24.05,0.0,50.4,18.0,56.0,2.0,1.0,0.0,3,7,19,1
0.0,24.0,0.2,86.4,36.0,86.0,8.0,1.0,1252.9958,3,7,20,1
0.0,24.2,0.3,100.0,72.0,96.0,8.0,1.0,2527.0183,3,7,21,1
0.0,24.1,0.3,93.299995,52.0,74.0,7.0,1.0,2192.7341,3,7,22,1
0.0,24.15,0.2,100.0,75.0,61.0,33.0,1.0,2812.06,3,7,23,1
0.0,24.25,0.3,100.0,68.0,60.0,40.0,1.0,3600.0,4,7,0,2
0.0,24.35,0.2,100.0,55.0,54.0,76.0,1.0,3600.0,4,7,1,2
0.0,24.4,0.3,73.2,30.0,45.0,64.0,1.0,3600.0,4,7,2,2
0.0,24.4,0.3,66.0,27.0,25.0,89.0,1.0,3600.0,4,7,3,2
0.0,24.55,0.1,71.100006,30.0,32.0,83.0,1.0,3600.0,4,7,4,2
0.0,24.45,0.2,84.3,32.0,67.0,51.0,1.0,3600.0,4,7,5,2
0.0,24.35,0.2,84.3,29.0,80.0,34.0,1.0,0.0,4,7,6,2
0.0,24.3,0.0,87.9,22.0,91.0,45.0,1.0,2918.573,4,7,7,2
0.006,24.25,0.0,78.9,18.0,98.0,13.0,1.0,0.0,4,7,8,2
0.056,24.25,0.0,67.8,9.0,98.0,3.0,1.0,0.0,4,7,9,2
0.05,24.2,0.0,73.2,15.0,97.0,5.0,0.0,0.0,4,7,10,2
0.05,24.15,0.0,66.3,7.0,94.0,12.0,0.0,0.0,4,7,11,2
0.069,24.1,0.0,60.9,7.0,83.0,16.0,0.0,0.0,4,7,12,2
0.081,24.05,0.1,66.3,3.0,98.0,16.0,0.0,0.0,4,7,13,2
0.063,24.0,0.3,61.500004,3.0,88.0,20.0,0.0,0.0,4,7,14,2
0.031,23.85,0.2,64.799995,19.0,70.0,19.0,0.0,0.0,4,7,15,2
0.013,23.8,0.0,68.700005,25.0,63.0,28.0,0.0,0.0,4,7,16,2
0.0,23.8,0.7,100.0,52.0,94.0,32.0,0.0,0.0,4,7,17,2
0.0,23.6,1.1,100.0,41.0,84.0,47.0,0.0,0.0,4,7,18,2
0.0,23.55,1.8,100.0,54.0,77.0,67.0,1.0,0.0,4,7,19,2
0.0,23.5,1.6,100.0,83.0,68.0,86.0,1.0,0.0,4,7,20,2
0.0,23.55,1.0,100.0,90.0,35.0,92.0,1.0,1787.9713,4,7,21,2
0.0,23.95,0.2,100.0,81.0,32.0,77.0,1.0,2730.5332,4,7,22,2
0.0,24.05,0.0,84.6,59.0,12.0,81.0,1.0,3600.0,4,7,23,2
0.0,24.1,0.0,72.0,46.0,10.0,82.0,1.0,3600.0,5,7,0,3
0.0,24.15,0.0,65.100006,37.0,16.0,74.0,1.0,3600.0,5,7,1,3
0.0,24.25,0.0,63.600002,30.0,19.0,84.0,1.0,3600.0,5,7,2,3
0.0,24.35,0.0,61.5,30.0,16.0,83.0,1.0,3600.0,5,7,3,3
0.0,24.45,0.0,47.4,18.0,22.0,60.0,1.0,3600.0,5,7,4,3
0.0,24.5,0.0,26.100002,7.0,14.0,38.0,1.0,3600.0,5,7,5,3
0.0,24.55,0.0,21.6,2.0,12.0,42.0,1.0,3600.0,5,7,6,3
0.0,24.55,0.0,49.200005,0.0,50.0,64.0,1.0,3600.0,5,7,7,3
0.013,24.5,0.0,60.600002,0.0,54.0,94.0,1.0,3600.0,5,7,8,3
0.231,24.55,0.0,48.600002,0.0,31.0,100.0,1.0,49.49206,5,7,9,3
0.269,24.5,0.0,74.100006,2.0,71.0,99.0,0.0,0.0,5,7,10,3
0.281,24.5,0.0,85.200005,0.0,92.0,100.0,0.0,0.0,5,7,11,3
0.256,24.45,0.0,63.9,2.0,54.0,99.0,0.0,0.0,5,7,12,3
0.206,24.45,0.0,76.8,6.0,83.0,72.0,0.0,0.0,5,7,13,3
0.131,24.5,0.0,96.600006,10.0,98.0,96.0,0.0,0.0,5,7,14,3
0.031,24.55,0.0,87.600006,10.0,82.0,98.0,0.0,0.0,5,7,15,3
0.006,24.6,0.2,72.3,1.0,69.0,100.0,0.0,0.0,5,7,16,3
0.0,24.6,1.1,68.4,0.0,64.0,100.0,0.0,0.0,5,7,17,3
0.0,24.5,1.9,64.8,7.0,48.0,99.0,0.0,0.0,5,7,18,3
0.0,24.55,1.6,94.5,6.0,99.0,99.0,1.0,0.0,5,7,19,3
0.0,24.55,1.3,100.0,22.0,100.0,100.0,1.0,0.0,5,7,20,3
0.0,24.8,1.7,100.0,25.0,100.0,100.0,1.0,0.0,5,7,21,3
0.0,24.7,1.1,100.0,18.0,99.0,99.0,1.0,0.0,5,7,22,3
0.0,24.8,0.3,100.0,28.0,96.0,99.0,1.0,0.0,5,7,23,3
0.0,24.7,0.1,100.0,29.0,94.0,100.0,1.0,0.0,6,7,0,4
0.0,24.8,0.0,100.0,31.0,85.0,100.0,1.0,0.0,6,7,1,4
0.0,24.85,0.0,100.0,43.0,93.0,100.0,1.0,203.9811,6,7,2,4
0.0,24.95,0.0,100.0,42.0,91.0,100.0,1.0,388.97897,6,7,3,4
0.0,25.0,0.0,100.0,55.0,99.0,100.0,1.0,0.0,6,7,4,4
0.0,25.0,0.0,100.0,15.0,96.0,100.0,1.0,0.0,6,7,5,4
0.0,25.0,0.0,100.0,80.0,60.0,100.0,1.0,226.09772,6,7,6,4
0.0,25.0,0.0,100.0,81.0,68.0,100.0,1.0,0.0,6,7,7,4
0.038,25.0,0.0,100.0,64.0,56.0,100.0,1.0,0.0,6,7,8,4
0.219,25.05,0.0,100.0,61.0,65.0,100.0,1.0,0.0,6,7,9,4
0.263,25.05,0.3,100.0,79.0,86.0,100.0,0.0,0.0,6,7,10,4
0.269,25.0,0.6,78.3,29.0,37.0,100.0,0.0,0.0,6,7,11,4
0.244,25.15,0.3,100.0,23.0,85.0,100.0,0.0,0.0,6,7,12,4
0.206,25.15,0.5,88.8,12.0,80.0,100.0,0.0,0.0,6,7,13,4
0.1,25.1,0.9,100.0,22.0,90.0,100.0,0.0,0.0,6,7,14,4
0.05,25.05,1.0,86.4,8.0,82.0,100.0,0.0,0.0,6,7,15,4
0.006,25.05,1.4,81.3,3.0,81.0,100.0,0.0,0.0,6,7,16,4
0.0,25.1,1.7,74.4,2.0,76.0,90.0,0.0,0.0,6,7,17,4
0.0,24.95,1.2,100.0,26.0,100.0,82.0,0.0,0.0,6,7,18,4
0.0,25.0,3.9,100.0,37.0,95.0,94.0,1.0,0.0,6,7,19,4
0.0,24.95,1.7,100.0,37.0,94.0,100.0,1.0,0.0,6,7,20,4
0.0,24.9,1.0,100.0,24.0,90.0,99.0,1.0,0.0,6,7,21,4
0.0,24.95,0.8,100.0,33.0,82.0,99.0,1.0,0.0,6,7,22,4
0.0,25.15,1.6,58.800003,14.0,27.0,100.0,1.0,0.0,6,7,23,4
0.0,25.15,3.1,65.100006,7.0,48.0,100.0,1.0,0.0,0,7,0,5
0.0,25.15,5.2,100.0,50.0,63.0,100.0,1.0,0.0,0,7,1,5
0.0,25.2,6.9,100.0,99.0,55.0,100.0,1.0,0.0,0,7,2,5
0.0,25.1,9.5,100.0,72.0,68.0,100.0,1.0,0.0,0,7,3,5
0.0,25.0,11.3,100.0,18.0,98.0,100.0,1.0,0.0,0,7,4,5
0.0,25.05,11.7,87.3,5.0,90.0,96.0,1.0,0.0,0,7,5,5
0.0,25.05,10.8,88.5,2.0,96.0,97.0,1.0,0.0,0,7,6,5
0.0,25.0,1.6,88.200005,0.0,98.0,98.0,1.0,0.0,0,7,7,5
0.019,24.9,2.2,86.700005,0.0,97.0,95.0,1.0,0.0,0,7,8,5
0.05,25.0,2.6,88.8,0.0,99.0,98.0,1.0,0.0,0,7,9,5
0.025,25.2,2.5,87.90001,1.0,95.0,100.0,0.0,0.0,0,7,10,5
0.181,25.2,2.1,91.200005,2.0,99.0,100.0,0.0,0.0,0,7,11,5
0.125,25.2,1.2,90.90001,1.0,100.0,100.0,0.0,0.0,0,7,12,5
0.05,25.15,0.8,85.8,0.0,93.0,100.0,0.0,0.0,0,7,13,5
0.025,25.0,0.5,71.100006,5.0,61.0,100.0,0.0,0.0,0,7,14,5
0.013,25.0,0.4,80.4,20.0,54.0,100.0,0.0,0.0,0,7,15,5
0.006,25.0,0.0,88.200005,32.0,49.0,100.0,0.0,0.0,0,7,16,5
0.0,24.95,0.0,100.0,22.0,87.0,100.0,0.0,0.0,0,7,17,5
0.0,24.95,0.0,100.0,26.0,95.0,100.0,0.0,0.0,0,7,18,5
0.0,24.95,0.1,81.9,25.0,49.0,100.0,1.0,0.0,0,7,19,5
0.0,25.0,0.2,75.6,22.0,43.0,100.0,1.0,0.0,0,7,20,5
0.0,25.0,0.2,78.0,22.0,47.0,100.0,1.0,0.0,0,7,21,5
0.0,24.95,0.2,100.0,94.0,21.0,100.0,1.0,0.0,0,7,22,5
0.0,25.05,0.1,96.0,62.0,17.0,100.0,1.0,0.0,0,7,23,5
0.0,25.1,0.0,54.300003,20.0,11.0,99.0,1.0,795.83496,1,7,0,6
0.0,25.15,0.0,53.4,19.0,11.0,99.0,1.0,3056.2893,1,7,1,6
0.0,25.2,0.0,49.5,10.0,18.0,99.0,1.0,3600.0,1,7,2,6
0.0,25.15,0.0,37.2,0.0,15.0,94.0,1.0,3600.0,1,7,3,6
0.0,25.15,0.0,39.0,0.0,16.0,98.0,1.0,3600.0,1,7,4,6
0.0,25.15,0.0,31.800003,0.0,8.0,90.0,1.0,3600.0,1,7,5,6
0.0,25.1,0.0,25.5,5.0,5.0,60.0,1.0,3600.0,1,7,6,6
0.0,25.05,0.0,14.1,1.0,3.0,38.0,1.0,3600.0,1,7,7,6
0.006,25.0,0.0,22.5,2.0,11.0,47.0,1.0,3600.0,1,7,8,6
0.038,24.95,0.0,32.1,2.0,13.0,75.0,1.0,1548.7483,1,7,9,6
0.056,24.5,0.0,22.5,4.0,5.0,53.0,0.0,0.0,1,7,10,6
0.175,24.45,0.0,23.400002,9.0,4.0,43.0,0.0,0.0,1,7,11,6
0.181,24.4,0.0,99.6,94.0,7.0,36.0,0.0,0.0,1,7,12,6
0.213,24.4,0.0,41.1,23.0,6.0,56.0,0.0,0.0,1,7,13,6
0.131,24.35,0.0,49.800003,24.0,2.0,90.0,0.0,0.0,1,7,14,6
0.019,24.3,0.0,67.200005,38.0,10.0,90.0,0.0,0.0,1,7,15,6
0.019,24.3,0.0,100.0,88.0,11.0,98.0,0.0,0.0,1,7,16,6
0.0,24.3,0.0,100.0,100.0,19.0,100.0,0.0,0.0,1,7,17,6
0.0,24.25,0.0,100.0,100.0,23.0,100.0,0.0,0.0,1,7,18,6
0.0,24.25,0.0,100.0,85.0,26.0,100.0,1.0,0.0,1,7,19,6
0.0,24.25,0.0,78.600006,43.0,17.0,99.0,1.0,0.0,1,7,20,6
0.0,24.25,0.0,70.200005,32.0,19.0,100.0,1.0,3600.0,1,7,21,6
0.0,24.3,0.0,100.0,98.0,11.0,97.0,1.0,3600.0,1,7,22,6
0.0,24.3,0.0,100.0,100.0,15.0,94.0,1.0,3600.0,1,7,23,6
0.0,24.35,0.0,100.0,89.0,13.0,96.0,1.0,3600.0,2,7,0,7
0.0,24.4,0.0,100.0,81.0,4.0,98.0,1.0,3600.0,2,7,1,7
0.0,24.4,0.0,87.3,63.0,2.0,98.0,1.0,3600.0,2,7,2,7
0.0,24.45,0.0,66.9,41.0,0.0,100.0,1.0,3600.0,2,7,3,7
0.0,24.45,0.0,50.1,23.0,0.0,98.0,1.0,3600.0,2,7,4,7
0.0,24.45,0.0,43.5,17.0,0.0,94.0,1.0,3600.0,2,7,5,7
0.0,24.4,0.0,44.4,18.0,0.0,94.0,1.0,3600.0,2,7,6,7
0.0,24.35,0.0,38.1,10.0,0.0,97.0,1.0,3600.0,2,7,7,7
0.0,24.3,0.0,33.9,5.0,0.0,98.0,1.0,3600.0,2,7,8,7
0.006,24.25,0.0,29.7,0.0,0.0,99.0,1.0,949.96216,2,7,9,7
0.094,24.45,0.0,97.2,75.0,0.0,99.0,0.0,0.0,2,7,10,7
0.075,24.4,0.0,100.0,90.0,0.0,99.0,0.0,0.0,2,7,11,7
0.019,24.35,0.0,100.0,89.0,0.0,97.0,0.0,0.0,2,7,12,7
0.031,24.35,0.0,99.0,78.0,0.0,96.0,0.0,0.0,2,7,13,7
0.044,24.3,0.0,80.7,57.0,0.0,98.0,0.0,0.0,2,7,14,7
0.044,24.25,0.0,80.4,57.0,0.0,97.0,0.0,0.0,2,7,15,7
0.019,24.2,0.0,80.100006,55.0,2.0,98.0,0.0,0.0,2,7,16,7
0.0,24.15,0.0,63.0,37.0,0.0,99.0,0.0,0.0,2,7,17,7
0.0,24.15,0.0,63.300003,33.0,8.0,96.0,0.0,0.0,2,7,18,7
0.0,24.1,0.0,72.0,39.0,18.0,87.0,1.0,0.0,2,7,19,7
0.0,24.1,0.0,71.100006,40.0,19.0,79.0,1.0,512.70575,2,7,20,7
0.0,24.15,0.0,64.8,45.0,3.0,75.0,1.0,994.7445,2,7,21,7
0.0,24.1,0.0,92.7,95.0,0.0,24.0,1.0,3600.0,2,7,22,7
0.0,24.15,0.0,54.899998,61.0,0.0,0.0,1.0,3600.0,2,7,23,7
0.0,24.2,0.0,39.299995,39.0,6.0,2.0,1.0,3600.0,3,7,0,8
0.0,24.25,0.0,24.6,21.0,5.0,9.0,1.0,3600.0,3,7,1,8
0.0,24.35,0.0,15.599999,14.0,0.0,10.0,1.0,3600.0,3,7,2,8
0.0,24.4,0.0,20.7,14.0,4.0,19.0,1.0,3600.0,3,7,3,8
0.0,24.45,0.0,28.2,18.0,2.0,36.0,1.0,3600.0,3,7,4,8
0.0,24.4,0.0,23.4,12.0,0.0,42.0,1.0,3600.0,3,7,5,8
0.0,24.4,0.0,19.5,8.0,0.0,41.0,1.0,3600.0,3,7,6,8
0.0,24.35,0.0,11.1,7.0,0.0,16.0,1.0,3600.0,3,7,7,8
0.038,24.3,0.0,19.2,20.0,2.0,0.0,1.0,3600.0,3,7,8,8
0.213,24.25,0.0,12.3,13.0,1.0,0.0,1.0,2566.262,3,7,9,8
0.131,24.35,0.0,10.5,11.0,1.0,0.0,0.0,0.0,3,7,10,8
0.131,24.3,0.0,13.5,13.0,3.0,0.0,0.0,0.0,3,7,11,8
0.131,24.3,0.0,8.4,8.0,2.0,0.0,0.0,0.0,3,7,12,8
0.075,24.25,0.0,18.3,17.0,5.0,0.0,0.0,0.0,3,7,13,8
0.088,24.25,0.0,38.399998,36.0,10.0,0.0,0.0,0.0,3,7,14,8
0.044,24.2,0.0,36.6,30.0,16.0,0.0,0.0,0.0,3,7,15,8
0.019,24.2,0.0,47.1,41.0,17.0,0.0,0.0,0.0,3,7,16,8
0.0,24.15,0.0,32.7,25.0,17.0,0.0,0.0,0.0,3,7,17,8
0.0,24.15,0.0,38.7,23.0,17.0,26.0,0.0,0.0,3,7,18,8
0.0,24.15,0.0,48.300003,30.0,17.0,37.0,1.0,0.0,3,7,19,8
0.0,24.1,0.0,57.899998,42.0,13.0,41.0,1.0,1100.1947,3,7,20,8
0.0,24.15,0.0,100.0,95.0,15.0,36.0,1.0,3137.6248,3,7,21,8
0.0,24.25,0.6,87.299995,72.0,20.0,35.0,1.0,3600.0,3,7,22,8
0.0,24.1,1.5,90.0,75.0,29.0,17.0,1.0,3600.0,3,7,23,8
0.0,24.1,0.6,80.7,37.0,64.0,30.0,1.0,3600.0,4,7,0,9
0.0,24.15,0.0,71.4,21.0,71.0,33.0,1.0,3600.0,4,7,1,9
0.0,24.35,0.0,36.6,13.0,24.0,35.0,1.0,3600.0,4,7,2,9
0.0,24.45,0.0,42.3,37.0,0.0,30.0,1.0,3600.0,4,7,3,9
0.0,24.45,0.0,28.499998,23.0,4.0,18.0,1.0,3600.0,4,7,4,9
0.0,24.5,0.0,18.0,10.0,1.0,28.0,1.0,3600.0,4,7,5,9
0.0,24.45,0.0,30.900002,13.0,5.0,54.0,1.0,3600.0,4,7,6,9
0.0,24.4,0.0,32.7,3.0,19.0,62.0,1.0,3600.0,4,7,7,9
0.0,24.35,0.0,46.5,1.0,40.0,72.0,1.0,3600.0,4,7,8,9
0.05,24.3,0.0,51.000004,0.0,71.0,28.0,1.0,1988.0316,4,7,9,9
0.069,24.5,0.0,50.7,2.0,78.0,7.0,0.0,0.0,4,7,10,9
0.25,24.45,0.0,57.300003,4.0,88.0,3.0,0.0,0.0,4,7,11,9
0.113,24.45,0.0,73.5,21.0,89.0,4.0,0.0,0.0,4,7,12,9
0.075,24.4,0.0,57.300003,19.0,57.0,20.0,0.0,0.0,4,7,13,9
0.056,24.35,0.0,56.100002,20.0,52.0,23.0,0.0,0.0,4,7,14,9
0.056,24.35,0.0,64.799995,12.0,89.0,2.0,0.0,0.0,4,7,15,9
0.013,24.35,0.0,76.8,21.0,95.0,3.0,0.0,0.0,4,7,16,9
0.0,24.35,0.0,78.00001,21.0,98.0,1.0,0.0,0.0,4,7,17,9
0.0,24.35,0.0,69.0,17.0,87.0,5.0,0.0,0.0,4,7,18,9
0.0,24.35,0.0,33.9,5.0,19.0,60.0,1.0,0.0,4,7,19,9
0.0,24.35,0.0,31.2,11.0,1.0,69.0,1.0,1389.5013,4,7,20,9
0.0,24.35,0.0,36.6,10.0,4.0,84.0,1.0,3600.0,4,7,21,9
0.0,24.35,0.0,33.600002,11.0,8.0,63.0,1.0,3600.0,4,7,22,9
0.0,24.45,0.0,54.0,10.0,36.0,78.0,1.0,3600.0,4,7,23,9
0.0,24.55,0.0,66.6,4.0,64.0,82.0,1.0,3600.0,5,7,0,10
0.0,24.6,0.0,66.6,2.0,67.0,82.0,1.0,3600.0,5,7,1,10
0.0,24.7,0.0,70.200005,3.0,68.0,89.0,1.0,3600.0,5,7,2,10
0.0,24.7,0.0,64.5,1.0,62.0,88.0,1.0,3600.0,5,7,3,10
0.0,24.75,0.0,35.7,3.0,40.0,30.0,1.0,3600.0,5,7,4,10
0.0,24.75,0.0,11.1,3.0,3.0,22.0,1.0,3600.0,5,7,5,10
0.0,24.75,0.0,2.3999999,1.0,2.0,1.0,1.0,3600.0,5,7,6,10
0.0,24.65,0.0,7.2000003,1.0,10.0,1.0,1.0,3600.0,5,7,7,10
0.044,24.55,0.0,10.800001,0.0,14.0,8.0,1.0,3600.0,5,7,8,10
0.156,24.45,0.0,8.1,1.0,12.0,0.0,1.0,2539.4163,5,7,9,10
0.15,24.75,0.0,33.9,9.0,43.0,0.0,0.0,0.0,5,7,10,10
0.188,24.75,0.0,51.300003,11.0,69.0,0.0,0.0,0.0,5,7,11,10
0.088,24.8,0.0,45.300003,19.0,47.0,0.0,0.0,0.0,5,7,12,10
0.113,24.75,0.0,31.2,16.0,28.0,0.0,0.0,0.0,5,7,13,10
0.113,24.75,0.0,15.299999,7.0,15.0,0.0,0.0,0.0,5,7,14,10
0.031,24.7,0.0,17.400002,10.0,14.0,0.0,0.0,0.0,5,7,15,10
0.025,24.7,0.0,16.5,9.0,14.0,0.0,0.0,0.0,5,7,16,10
0.0,24.65,0.0,3.6,2.0,3.0,0.0,0.0,0.0,5,7,17,10
0.0,24.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,7,18,10
0.0,24.65,0.0,1.8,2.0,0.0,0.0,1.0,0.0,5,7,19,10
0.0,24.65,0.0,5.1,5.0,0.0,2.0,1.0,2411.237,5,7,20,10
0.0,24.7,0.0,4.5,5.0,0.0,0.0,1.0,3600.0,5,7,21,10
0.0,24.7,0.0,16.199999,18.0,0.0,0.0,1.0,3600.0,5,7,22,10
0.0,24.8,0.0,9.0,10.0,0.0,0.0,1.0,3600.0,5,7,23,10
0.0,24.9,0.0,7.5,7.0,2.0,0.0,1.0,3600.0,6,7,0,11
0.0,25.0,0.0,3.6,4.0,0.0,0.0,1.0,3600.0,6,7,1,11
0.0,25.05,0.0,1.8,2.0,0.0,0.0,1.0,3600.0,6,7,2,11
0.0,25.1,0.0,5.3999996,6.0,0.0,0.0,1.0,3600.0,6,7,3,11
0.0,25.15,0.0,8.099999,9.0,0.0,0.0,1.0,3600.0,6,7,4,11
0.0,25.2,0.0,9.9,11.0,0.0,0.0,1.0,3600.0,6,7,5,11
0.0,25.15,0.0,17.1,19.0,0.0,0.0,1.0,3600.0,6,7,6,11
0.0,25.1,0.0,17.1,19.0,0.0,0.0,1.0,3600.0,6,7,7,11
0.006,25.0,0.0,24.3,27.0,0.0,0.0,1.0,3600.0,6,7,8,11
0.05,24.95,0.0,34.2,37.0,0.0,3.0,1.0,2523.8242,6,7,9,11
0.125,25.05,0.0,53.7,40.0,0.0,59.0,0.0,0.0,6,7,10,11
0.1,25.05,0.0,64.8,42.0,0.0,90.0,0.0,0.0,6,7,11,11
0.119,25.0,0.0,37.8,9.0,0.0,99.0,0.0,0.0,6,7,12,11
0.069,24.95,0.0,32.4,3.0,0.0,99.0,0.0,0.0,6,7,13,11
0.063,24.9,0.0,34.5,5.0,0.0,100.0,0.0,0.0,6,7,14,11
0.05,24.85,0.0,37.2,8.0,0.0,100.0,0.0,0.0,6,7,15,11
0.019,24.8,0.0,46.2,18.0,0.0,100.0,0.0,0.0,6,7,16,11
0.0,24.75,0.0,41.7,13.0,0.0,100.0,0.0,0.0,6,7,17,11
0.0,24.75,0.0,40.800003,12.0,0.0,100.0,0.0,0.0,6,7,18,11
0.0,24.7,0.0,38.1,17.0,0.0,76.0,1.0,0.0,6,7,19,11
0.0,24.7,0.0,42.6,15.0,0.0,97.0,1.0,1811.744,6,7,20,11
0.0,24.75,0.0,38.100002,9.0,0.0,100.0,1.0,3600.0,6,7,21,11
0.0,24.85,0.0,44.4,16.0,0.0,100.0,1.0,3600.0,6,7,22,11
0.0,24.95,0.0,41.699997,24.0,0.0,67.0,1.0,3600.0,6,7,23,11
0.0,25.1,0.0,38.1,22.0,0.0,61.0,1.0,3600.0,0,7,0,12
0.0,25.2,0.0,46.8,24.0,0.0,84.0,1.0,3600.0,0,7,1,12
0.0,25.3,0.0,52.5,26.0,0.0,97.0,1.0,3600.0,0,7,2,12
0.0,25.35,0.0,46.800003,19.0,0.0,99.0,1.0,3600.0,0,7,3,12
0.0,25.4,0.0,51.6,24.0,0.0,100.0,1.0,3600.0,0,7,4,12
0.0,25.45,0.0,24.0,15.0,0.0,35.0,1.0,3600.0,0,7,5,12
0.0,25.4,0.0,7.2,8.0,0.0,0.0,1.0,3600.0,0,7,6,12
0.0,25.3,0.0,6.2999997,7.0,0.0,0.0,1.0,3600.0,0,7,7,12
0.013,25.2,0.0,6.2999997,7.0,0.0,0.0,1.0,3600.0,0,7,8,12
0.056,25.1,0.0,1.8,2.0,0.0,0.0,1.0,2506.7837,0,7,9,12
0.088,25.2,0.0,0.9,1.0,0.0,0.0,0.0,0.0,0,7,10,12
0.269,25.2,0.0,1.8,2.0,0.0,0.0,0.0,0.0,0,7,11,12
0.038,25.15,0.0,2.6999998,3.0,0.0,0.0,0.0,0.0,0,7,12,12
0.056,25.15,0.0,5.3999996,6.0,0.0,0.0,0.0,0.0,0,7,13,12
0.05,25.15,0.0,4.5,5.0,0.0,0.0,0.0,0.0,0,7,14,12
0.05,25.15,0.0,10.799999,12.0,0.0,0.0,0.0,0.0,0,7,15,12
0.019,25.1,0.0,17.1,19.0,0.0,0.0,0.0,0.0,0,7,16,12
0.0,25.05,0.0,22.5,25.0,0.0,0.0,0.0,0.0,0,7,17,12
0.0,25.0,0.0,23.4,26.0,0.0,0.0,0.0,0.0,0,7,18,12
0.0,24.95,0.0,8.7,9.0,0.0,2.0,1.0,0.0,0,7,19,12
0.0,24.9,0.0,14.4,6.0,0.0,30.0,1.0,2345.4917,0,7,20,12
0.0,24.95,0.0,18.0,7.0,0.0,39.0,1.0,3600.0,0,7,21,12
0.0,25.05,0.0,25.2,4.0,0.0,72.0,1.0,3600.0,0,7,22,12
0.0,25.15,0.0,29.100002,4.0,0.0,85.0,1.0,3600.0,0,7,23,12
0.0,25.3,0.0,34.2,5.0,0.0,99.0,1.0,3600.0,1,7,0,13
0.0,25.35,0.0,31.5,3.0,0.0,96.0,1.0,3600.0,1,7,1,13
0.0,25.4,0.0,30.900002,6.0,0.0,85.0,1.0,3600.0,1,7,2,13
0.0,25.45,0.0,24.300001,0.0,0.0,81.0,1.0,3600.0,1,7,3,13
0.0,25.5,0.0,27.900002,5.0,0.0,78.0,1.0,3600.0,1,7,4,13
0.0,25.55,0.0,35.1,11.0,0.0,84.0,1.0,3600.0,1,7,5,13
0.0,25.6,0.0,37.8,17.0,0.0,75.0,1.0,3600.0,1,7,6,13
0.0,25.5,0.0,34.8,13.0,0.0,77.0,1.0,3600.0,1,7,7,13
0.006,25.4,0.0,31.5,11.0,0.0,72.0,1.0,3600.0,1,7,8,13
0.031,25.25,0.0,24.0,5.0,0.0,65.0,1.0,2488.2947,1,7,9,13
0.063,25.45,0.0,7.5,2.0,0.0,19.0,0.0,0.0,1,7,10,13
0.056,25.4,0.0,3.6,4.0,0.0,0.0,0.0,0.0,1,7,11,13
0.025,25.35,0.0,6.2999997,7.0,0.0,0.0,0.0,0.0,1,7,12,13
0.044,25.25,0.0,13.199999,12.0,4.0,0.0,0.0,0.0,1,7,13,13
0.05,25.2,0.0,14.4,8.0,12.0,0.0,0.0,0.0,1,7,14,13
0.025,25.05,0.1,11.7,7.0,9.0,0.0,0.0,0.0,1,7,15,13
0.006,25.0,0.0,14.099999,9.0,10.0,0.0,0.0,0.0,1,7,16,13
0.0,24.95,0.0,16.5,13.0,8.0,0.0,0.0,0.0,1,7,17,13
0.0,24.95,0.0,15.9,17.0,1.0,0.0,0.0,0.0,1,7,18,13
0.0,24.95,0.0,4.2,4.0,0.0,2.0,1.0,0.0,1,7,19,13
0.0,24.95,0.0,11.1,8.0,0.0,13.0,1.0,2311.48,1,7,20,13
0.0,25.05,0.0,27.6,19.0,0.0,35.0,1.0,3600.0,1,7,21,13
