mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_lr,param_module__num_layers,param_module__num_units,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
6.876410961151123,0.06127865665077236,0.2156063715616862,0.014301484735297562,0.01,1,21,"{'lr': 0.01, 'module__num_layers': 1, 'module__num_units': 21}",-0.014398819766938686,-0.01172043476253748,-0.012918082997202873,-0.013012445842226347,0.0010954800524095988,346
6.83303968111674,0.0345176985952197,0.2232640584309896,0.03280342857094462,0.01,1,22,"{'lr': 0.01, 'module__num_layers': 1, 'module__num_units': 22}",-0.015207909978926182,-0.01388392224907875,-0.013644176535308361,-0.014245336254437765,0.0006876436253004149,434
6.945071379343669,0.04785954808643812,0.2211742401123047,0.006320924451049524,0.01,1,23,"{'lr': 0.01, 'module__num_layers': 1, 'module__num_units': 23}",-0.015285312198102474,-0.011346112936735153,-0.014768465422093868,-0.013799963518977165,0.001747916790056994,413
6.848164081573486,0.05554633188120471,0.24658544858296713,0.03217099896949814,0.01,1,24,"{'lr': 0.01, 'module__num_layers': 1, 'module__num_units': 24}",-0.015664348378777504,-0.013513745740056038,-0.013650872744619846,-0.014276322287817797,0.0009830779134038922,435
7.040220657984416,0.13294070704346736,0.2055520216623942,0.007627606222883815,0.01,1,25,"{'lr': 0.01, 'module__num_layers': 1, 'module__num_units': 25}",-0.014885060489177704,-0.014008493162691593,-0.014032303355634212,-0.01430861900250117,0.00040772157329349215,437
6.881546497344971,0.09107175544322012,0.2173328399658203,0.01681989175201904,0.01,1,26,"{'lr': 0.01, 'module__num_layers': 1, 'module__num_units': 26}",-0.016903730109333992,-0.012428853660821915,-0.014840397983789444,-0.014724327251315117,0.0018287033873876978,441
7.121573607126872,0.12725682105999397,0.2407198746999105,0.006109902972786179,0.01,1,27,"{'lr': 0.01, 'module__num_layers': 1, 'module__num_units': 27}",-0.014022511430084705,-0.012871998362243176,-0.011511311866343021,-0.0128019405528903,0.0010263891025410713,315
6.915977398554484,0.06198463028876676,0.2349390983581543,0.015338908282761894,0.01,1,28,"{'lr': 0.01, 'module__num_layers': 1, 'module__num_units': 28}",-0.014920717105269432,-0.012632119469344616,-0.012991189956665039,-0.013514675510426363,0.0010049701914444243,396
6.9576362768809,0.1823768508314579,0.21502184867858887,0.015606606026067464,0.01,1,29,"{'lr': 0.01, 'module__num_layers': 1, 'module__num_units': 29}",-0.01573128066956997,-0.012216135859489441,-0.01415172591805458,-0.01403304748237133,0.0014375034347277656,424
7.053610563278198,0.04578163822485027,0.20535874366760254,0.01680983696876932,0.01,1,30,"{'lr': 0.01, 'module__num_layers': 1, 'module__num_units': 30}",-0.012991716153919697,-0.012121845968067646,-0.01324579305946827,-0.01278645172715187,0.00048125833654370667,310
6.965297381083171,0.10807082409829674,0.24068363507588705,0.014199391942989713,0.01,1,31,"{'lr': 0.01, 'module__num_layers': 1, 'module__num_units': 31}",-0.015820177271962166,-0.01290211733430624,-0.014141743071377277,-0.014288012559215227,0.0011957743717614982,436
7.053329070409139,0.015120889842104496,0.24933401743570963,0.0012478510676408412,0.01,1,32,"{'lr': 0.01, 'module__num_layers': 1, 'module__num_units': 32}",-0.014990604482591152,-0.013051456771790981,-0.013546522706747055,-0.013862861320376396,0.0008226485883737908,418
7.063582340876262,0.11958050286124115,0.2413774331410726,0.03223277745252749,0.01,1,33,"{'lr': 0.01, 'module__num_layers': 1, 'module__num_units': 33}",-0.015009107068181038,-0.01333350595086813,-0.01418300997465849,-0.01417520766456922,0.0006840835393025783,431
7.169885317484538,0.11850654400449387,0.2671802043914795,0.029216786588155325,0.01,1,34,"{'lr': 0.01, 'module__num_layers': 1, 'module__num_units': 34}",-0.014983744360506535,-0.013758417218923569,-0.012647808529436588,-0.013796656702955564,0.0009540250679178143,412
7.10552175839742,0.15952175379915412,0.3036218484242757,0.022592123391150045,0.01,1,35,"{'lr': 0.01, 'module__num_layers': 1, 'module__num_units': 35}",-0.015227588824927807,-0.013482268899679184,-0.013065319508314133,-0.013925059077640375,0.0009366249714325076,419
7.0683521429697675,0.02977882204945037,0.27484655380249023,0.05235182948736259,0.01,1,36,"{'lr': 0.01, 'module__num_layers': 1, 'module__num_units': 36}",-0.014700637198984623,-0.013460901565849781,-0.013902121223509312,-0.014021219996114572,0.0005130786153168093,423
7.045611619949341,0.08736886009822173,0.344908873240153,0.005423161373059636,0.01,1,37,"{'lr': 0.01, 'module__num_layers': 1, 'module__num_units': 37}",-0.015728145837783813,-0.01234564371407032,-0.013949930667877197,-0.014007906739910444,0.0013815090958628963,421
7.0769491990407305,0.11927361071212035,0.2878837585449219,0.025077056700433514,0.01,1,38,"{'lr': 0.01, 'module__num_layers': 1, 'module__num_units': 38}",-0.016576530411839485,-0.012754934839904308,-0.012867625802755356,-0.01406636368483305,0.001775552038344643,426
6.888358513514201,0.060843267168987004,0.2348961035410563,0.026941968058791746,0.01,1,39,"{'lr': 0.01, 'module__num_layers': 1, 'module__num_units': 39}",-0.014565201476216316,-0.01355228666216135,-0.013917714357376099,-0.014011734165251255,0.0004188308316712628,422
7.021220127741496,0.0759597050878959,0.3099226951599121,0.028979538542298337,0.01,1,40,"{'lr': 0.01, 'module__num_layers': 1, 'module__num_units': 40}",-0.014661930501461029,-0.012259982526302338,-0.014209568500518799,-0.013710493842760721,0.0010421596660635359,404
7.0690382321675616,0.024726596040613658,0.2818284034729004,0.05791162189487108,0.01,1,41,"{'lr': 0.01, 'module__num_layers': 1, 'module__num_units': 41}",-0.014990992844104767,-0.012635907158255577,-0.013620387762784958,-0.013749095921715101,0.0009657575574143258,407
7.03549067179362,0.13150292501085797,0.2893628279368083,0.07050912321151952,0.01,1,42,"{'lr': 0.01, 'module__num_layers': 1, 'module__num_units': 42}",-0.014935100451111794,-0.01252610795199871,-0.013491212390363216,-0.013650806931157907,0.0009899205450554691,401
7.0553247928619385,0.16408066644747513,0.23899944623311362,0.03795593937786351,0.01,1,43,"{'lr': 0.01, 'module__num_layers': 1, 'module__num_units': 43}",-0.0147978151217103,-0.012253369204699993,-0.013846458867192268,-0.013632547731200853,0.0010497205141444265,399
7.15736969312032,0.1050842327108721,0.26052021980285645,0.046242635184235555,0.01,1,44,"{'lr': 0.01, 'module__num_layers': 1, 'module__num_units': 44}",-0.015207304619252682,-0.012548163533210754,-0.015251216478645802,-0.01433556154370308,0.0012640083857271363,439
7.130401611328125,0.13169983909649807,0.2894931634267171,0.004842251353596471,0.01,1,45,"{'lr': 0.01, 'module__num_layers': 1, 'module__num_units': 45}",-0.015314944088459015,-0.012781367637217045,-0.01317382138222456,-0.013756711035966873,0.0011134249472990502,408
7.139779806137085,0.05255920289251206,0.25786447525024414,0.031493713708771645,0.01,1,46,"{'lr': 0.01, 'module__num_layers': 1, 'module__num_units': 46}",-0.015102709643542767,-0.013292995281517506,-0.014010917395353317,-0.014135540773471197,0.0007440496210201118,430
7.160585482915242,0.025126758880574522,0.2417010466257731,0.015917335149707057,0.01,1,47,"{'lr': 0.01, 'module__num_layers': 1, 'module__num_units': 47}",-0.01367248222231865,-0.013135639950633049,-0.013474306091666222,-0.013427476088205973,0.00022165242022169774,388
7.160372654596965,0.07446666787745802,0.22770094871520996,0.028497703856306737,0.01,1,48,"{'lr': 0.01, 'module__num_layers': 1, 'module__num_units': 48}",-0.014589705504477024,-0.013453181833028793,-0.014233415015041828,-0.014092100784182549,0.000474621812831405,427
7.373051881790161,0.09426560729735868,0.21824224789937338,0.0030439134473307454,0.01,1,49,"{'lr': 0.01, 'module__num_layers': 1, 'module__num_units': 49}",-0.014828642830252647,-0.013313744217157364,-0.013364754617214203,-0.01383571388820807,0.0007024155599030204,414
7.82600196202596,0.05192809154437069,0.2446738084157308,0.012401260733711192,0.01,2,1,"{'lr': 0.01, 'module__num_layers': 2, 'module__num_units': 1}",-0.013426988385617733,-0.01107444241642952,-0.012057317420840263,-0.012186249407629171,0.0009647402853268952,58
7.8999684651692705,0.13704764611710057,0.2565603256225586,0.030731466308187398,0.01,2,2,"{'lr': 0.01, 'module__num_layers': 2, 'module__num_units': 2}",-0.013673899695277214,-0.010876198299229145,-0.014328531920909882,-0.012959543305138746,0.0014971930732642232,338
7.988047202428182,0.039132000653360276,0.29968754450480145,0.018734495908334096,0.01,2,3,"{'lr': 0.01, 'module__num_layers': 2, 'module__num_units': 3}",-0.013742906972765923,-0.011400810442864895,-0.010756601579487324,-0.011966772998372713,0.0012831576120801676,12
7.959312121073405,0.026470198977747512,0.32133324940999347,0.0379145137684283,0.01,2,4,"{'lr': 0.01, 'module__num_layers': 2, 'module__num_units': 4}",-0.012641058303415775,-0.011439061723649502,-0.011573130264878273,-0.011884416763981184,0.0005378186855779957,6
8.09281849861145,0.20665118510122477,0.3064730167388916,0.05878129612556386,0.01,2,5,"{'lr': 0.01, 'module__num_layers': 2, 'module__num_units': 5}",-0.012891959398984909,-0.014737077057361603,-0.011833093129098415,-0.01315404319514831,0.001199943498964649,363
8.117045640945435,0.06587510510049246,0.301508108774821,0.04015201123951567,0.01,2,6,"{'lr': 0.01, 'module__num_layers': 2, 'module__num_units': 6}",-0.015436066314578056,-0.01177243608981371,-0.012871132232248783,-0.013359878212213516,0.0015350789514224734,382
8.036404132843018,0.10301026322269179,0.2914268970489502,0.04810571650011158,0.01,2,7,"{'lr': 0.01, 'module__num_layers': 2, 'module__num_units': 7}",-0.014920723624527454,-0.013048339635133743,-0.011374002322554588,-0.013114355194071928,0.0014486951689902344,359
8.117645661036173,0.11388344103527456,0.23266704877217612,0.017932803738483733,0.01,2,8,"{'lr': 0.01, 'module__num_layers': 2, 'module__num_units': 8}",-0.013161257840692997,-0.011830640025436878,-0.012592827901244164,-0.012528241922458013,0.000545138792150565,240
7.97098970413208,0.0995510936758833,0.304712454477946,0.06358180168782647,0.01,2,9,"{'lr': 0.01, 'module__num_layers': 2, 'module__num_units': 9}",-0.012941845692694187,-0.011661221273243427,-0.01086224615573883,-0.011821771040558815,0.0008565495624364076,1
8.105611324310303,0.11152203661946204,0.3121309280395508,0.057619783359489946,0.01,2,10,"{'lr': 0.01, 'module__num_layers': 2, 'module__num_units': 10}",-0.014812525361776352,-0.012129679322242737,-0.013909154571592808,-0.013617119751870632,0.0011145638817965,398
8.145152489344278,0.018950059174867518,0.29097414016723633,0.018366023324296613,0.01,2,11,"{'lr': 0.01, 'module__num_layers': 2, 'module__num_units': 11}",-0.01473128329962492,-0.011801794171333313,-0.012361347675323486,-0.012964808382093906,0.0012698032017223694,339
8.133811155954996,0.06473704804729533,0.2810012499491374,0.03127220391830793,0.01,2,12,"{'lr': 0.01, 'module__num_layers': 2, 'module__num_units': 12}",-0.012860015965998173,-0.013238831423223019,-0.014321746304631233,-0.013473531231284142,0.000619395886138543,393
8.076363484064737,0.14589071543042464,0.3032325903574626,0.04035463442347491,0.01,2,13,"{'lr': 0.01, 'module__num_layers': 2, 'module__num_units': 13}",-0.014874427579343319,-0.01317223533987999,-0.01353805884718895,-0.013861573922137419,0.0007316014888865301,417
8.133520921071371,0.09949006173023564,0.2556622823079427,0.019408923148738568,0.01,2,14,"{'lr': 0.01, 'module__num_layers': 2, 'module__num_units': 14}",-0.01543464232236147,-0.012652953155338764,-0.012320579960942268,-0.013469391812880835,0.0013962509704798193,391
8.256529649098715,0.13426023147422453,0.28494564692179364,0.027692535430965518,0.01,2,15,"{'lr': 0.01, 'module__num_layers': 2, 'module__num_units': 15}",-0.015467900782823563,-0.011721912771463394,-0.012769097462296486,-0.013319637005527815,0.0015780635574039357,378
7.980692148208618,0.16298170411108368,0.25275230407714844,0.008062022163772836,0.01,2,16,"{'lr': 0.01, 'module__num_layers': 2, 'module__num_units': 16}",-0.014359922148287296,-0.011790410615503788,-0.01381460577249527,-0.013321646178762117,0.0011053971383073232,379
8.210015455881754,0.20507947555458597,0.3536562919616699,0.043598589831261594,0.01,2,17,"{'lr': 0.01, 'module__num_layers': 2, 'module__num_units': 17}",-0.013249731622636318,-0.012521511875092983,-0.013449877500534058,-0.01307370699942112,0.0003989186923076671,354
8.051461458206177,0.08518249808747548,0.3241425355275472,0.05508516736620077,0.01,2,18,"{'lr': 0.01, 'module__num_layers': 2, 'module__num_units': 18}",-0.014593664556741714,-0.012573888525366783,-0.011996177956461906,-0.013054577012856802,0.0011135619204942818,352
8.026546796162924,0.016147220740054025,0.3420881430308024,0.014004759988562062,0.01,2,19,"{'lr': 0.01, 'module__num_layers': 2, 'module__num_units': 19}",-0.013870008289813995,-0.01172460988163948,-0.011881327256560326,-0.012491981809337934,0.0009765100510049213,230
7.976161559422811,0.1738871826226095,0.3584645589192708,0.07204927608969827,0.01,2,20,"{'lr': 0.01, 'module__num_layers': 2, 'module__num_units': 20}",-0.013986526988446712,-0.01218161266297102,-0.013102572411298752,-0.013090237354238829,0.000736904808778514,357
8.069008509318033,0.14773542575949744,0.28443725903828937,0.06377913910641939,0.01,2,21,"{'lr': 0.01, 'module__num_layers': 2, 'module__num_units': 21}",-0.014231666922569275,-0.012408005073666573,-0.014412807300686836,-0.013684159765640894,0.0009054026940289059,403
8.076286236445108,0.07601761013331311,0.3127475579579671,0.03388134638953099,0.01,2,22,"{'lr': 0.01, 'module__num_layers': 2, 'module__num_units': 22}",-0.015200299210846424,-0.013116108253598213,-0.012893522158265114,-0.013736643207569918,0.0010389426722729308,405
8.008458614349365,0.13056467106830716,0.303455114364624,0.031012765426717485,0.01,2,23,"{'lr': 0.01, 'module__num_layers': 2, 'module__num_units': 23}",-0.015689456835389137,-0.011952503584325314,-0.012165685184299946,-0.013269215201338133,0.0017135808071671332,373
8.21359896659851,0.04969249344582447,0.2894477844238281,0.05001469023412739,0.01,2,24,"{'lr': 0.01, 'module__num_layers': 2, 'module__num_units': 24}",-0.013018080964684486,-0.011835345067083836,-0.01319687720388174,-0.012683434411883354,0.0006041157043478939,284
8.049825270970663,0.11653120299042123,0.26015909512837726,0.020582797400314993,0.01,2,25,"{'lr': 0.01, 'module__num_layers': 2, 'module__num_units': 25}",-0.015348359011113644,-0.012288874015212059,-0.01359998993575573,-0.013745740987360477,0.0012532742814509645,406
7.962490399678548,0.10328561268175031,0.27051353454589844,0.028742060113513455,0.01,2,26,"{'lr': 0.01, 'module__num_layers': 2, 'module__num_units': 26}",-0.014076548628509045,-0.012149193324148655,-0.013322251848876476,-0.013182664600511393,0.000793006123238711,367
8.034527063369751,0.11271640849091552,0.2810235023498535,0.02743504728628676,0.01,2,27,"{'lr': 0.01, 'module__num_layers': 2, 'module__num_units': 27}",-0.014224880374968052,-0.01241499837487936,-0.012357658706605434,-0.01299917915215095,0.0008670177141984844,344
7.911229372024536,0.03374081140798612,0.2786673704783122,0.014916365628595031,0.01,2,28,"{'lr': 0.01, 'module__num_layers': 2, 'module__num_units': 28}",-0.013528916984796524,-0.011135198175907135,-0.013250138610601425,-0.012638084590435028,0.0010687781268685892,273
7.979723215103149,0.22176184701721674,0.2874158223470052,0.013653622040092685,0.01,2,29,"{'lr': 0.01, 'module__num_layers': 2, 'module__num_units': 29}",-0.013589314185082912,-0.012781365774571896,-0.012440892867743969,-0.012937190942466259,0.0004816146403793587,333
7.989544868469238,0.04436805672740077,0.27327799797058105,0.06036354282330481,0.01,2,30,"{'lr': 0.01, 'module__num_layers': 2, 'module__num_units': 30}",-0.014616790227591991,-0.01361696794629097,-0.01409964356571436,-0.014111133913199106,0.0004082565938316122,428
7.807770649592082,0.07059547458093217,0.3007351557413737,0.06471958445172452,0.01,2,31,"{'lr': 0.01, 'module__num_layers': 2, 'module__num_units': 31}",-0.014525847509503365,-0.012975966557860374,-0.013414003886282444,-0.013638605984548727,0.0006523635581359309,400
7.854793389638265,0.07744045592142311,0.34733303387959796,0.06126660160646712,0.01,2,32,"{'lr': 0.01, 'module__num_layers': 2, 'module__num_units': 32}",-0.013733413070440292,-0.012668251991271973,-0.013319835998117924,-0.01324050035327673,0.00043845382847040344,372
7.871359586715698,0.10155724251291284,0.3007853031158447,0.040799383720516606,0.01,2,33,"{'lr': 0.01, 'module__num_layers': 2, 'module__num_units': 33}",-0.013948541134595871,-0.012149359099566936,-0.012768590822815895,-0.0129554970189929,0.0007463084453583216,337
8.003368695576986,0.013393848922330209,0.26917076110839844,0.033136262520047005,0.01,2,34,"{'lr': 0.01, 'module__num_layers': 2, 'module__num_units': 34}",-0.014077184721827507,-0.011768105439841747,-0.013273218646645546,-0.013039502936104933,0.0009570541808553632,348
7.918145656585693,0.10329385184338116,0.2543319861094157,0.03714146833552105,0.01,2,35,"{'lr': 0.01, 'module__num_layers': 2, 'module__num_units': 35}",-0.015445594675838947,-0.012791657820343971,-0.013054333627223969,-0.01376386204113563,0.0011939899876324028,410
7.898481607437134,0.12113724197376882,0.2615111668904622,0.042537940370886464,0.01,2,36,"{'lr': 0.01, 'module__num_layers': 2, 'module__num_units': 36}",-0.014201979152858257,-0.011565406806766987,-0.01364122238010168,-0.013136202779908976,0.0011340670266721177,360
7.92200779914856,0.03614826168722044,0.26400009791056317,0.020164047530007594,0.01,2,37,"{'lr': 0.01, 'module__num_layers': 2, 'module__num_units': 37}",-0.013245816342532635,-0.011206422932446003,-0.012410447932779789,-0.012287562402586142,0.000837100953857787,115
8.095394770304361,0.06437027944537356,0.29731281598409015,0.010104485721988972,0.01,2,38,"{'lr': 0.01, 'module__num_layers': 2, 'module__num_units': 38}",-0.0133521081879735,-0.011896897107362747,-0.013584992848336697,-0.012944666047890982,0.0007469598966521401,335
8.006769021352133,0.09644014813403831,0.2657444477081299,0.03875941638504499,0.01,2,39,"{'lr': 0.01, 'module__num_layers': 2, 'module__num_units': 39}",-0.013680588454008102,-0.011654962785542011,-0.012036704458296299,-0.012457418565948805,0.0008788401854985002,204
8.056185642878214,0.05233225454993482,0.29648296038309735,0.05909950357264833,0.01,2,40,"{'lr': 0.01, 'module__num_layers': 2, 'module__num_units': 40}",-0.014014109969139099,-0.012281105853617191,-0.01262915600091219,-0.012974790607889494,0.0007485199962856632,340
8.040533542633057,0.011904768079233215,0.27841933568318683,0.054579895733936415,0.01,2,41,"{'lr': 0.01, 'module__num_layers': 2, 'module__num_units': 41}",-0.013685189187526703,-0.012316535227000713,-0.013423844240605831,-0.013141856218377749,0.000593262926211725,361
8.033719142278036,0.08614488856322457,0.2945954004923503,0.019837908911292085,0.01,2,42,"{'lr': 0.01, 'module__num_layers': 2, 'module__num_units': 42}",-0.014162329025566578,-0.012297054752707481,-0.013145653530955315,-0.013201679103076458,0.0007625248309819748,368
7.904289722442627,0.10718504766960527,0.29739809036254883,0.020935766557995287,0.01,2,43,"{'lr': 0.01, 'module__num_layers': 2, 'module__num_units': 43}",-0.014297722838819027,-0.011576134711503983,-0.013275650329887867,-0.013049835960070292,0.0011224985763606812,350
8.075469970703125,0.1306328229593918,0.33623162905375165,0.016954751796768298,0.01,2,44,"{'lr': 0.01, 'module__num_layers': 2, 'module__num_units': 44}",-0.013930469751358032,-0.011122730560600758,-0.013560675084590912,-0.012871291798849901,0.0012456020838194097,324
8.053102413813273,0.09281779968349534,0.27772967020670575,0.043699991605553934,0.01,2,45,"{'lr': 0.01, 'module__num_layers': 2, 'module__num_units': 45}",-0.014016011729836464,-0.011784461326897144,-0.013426613993942738,-0.013075695683558783,0.0009442146809692195,355
8.066210667292276,0.04242083709836767,0.2716842492421468,0.026681466652883415,0.01,2,46,"{'lr': 0.01, 'module__num_layers': 2, 'module__num_units': 46}",-0.015217667445540428,-0.011732582934200764,-0.012925997376441956,-0.013292082585394382,0.0014461367611571675,374
7.990528662999471,0.1417626360036634,0.30286550521850586,0.027966032557509606,0.01,2,47,"{'lr': 0.01, 'module__num_layers': 2, 'module__num_units': 47}",-0.014081842266023159,-0.011991778388619423,-0.011823102831840515,-0.012632241162161032,0.001027333240677821,270
8.030418237050375,0.08173610000083104,0.22499910990397134,0.008641391412051244,0.01,2,48,"{'lr': 0.01, 'module__num_layers': 2, 'module__num_units': 48}",-0.013577351346611977,-0.012174041010439396,-0.012885485775768757,-0.01287895937760671,0.0005729176324201863,325
7.987610578536987,0.07578196854635427,0.2985818386077881,0.05064880043036968,0.01,2,49,"{'lr': 0.01, 'module__num_layers': 2, 'module__num_units': 49}",-0.013890853151679039,-0.011207152158021927,-0.012927353382110596,-0.012675119563937187,0.001110038792148513,283
8.771517276763916,0.1493669930294419,0.32480303446451825,0.01966289451242036,0.01,3,1,"{'lr': 0.01, 'module__num_layers': 3, 'module__num_units': 1}",-0.013255951926112175,-0.01109552476555109,-0.01205827109515667,-0.012136582595606646,0.0008837272947953845,49
9.013204971949259,0.013883784267096008,0.31809186935424805,0.06579503869501199,0.01,3,2,"{'lr': 0.01, 'module__num_layers': 3, 'module__num_units': 2}",-0.013262630440294743,-0.011187120340764523,-0.012823062017560005,-0.01242427093287309,0.0008930141059850103,182
8.894197305043539,0.16820822787501974,0.2870275179545085,0.02499589358194234,0.01,3,3,"{'lr': 0.01, 'module__num_layers': 3, 'module__num_units': 3}",-0.01382568571716547,-0.011832180432975292,-0.012404773384332657,-0.01268754651149114,0.0008380478548809256,288
8.998767455418905,0.08012807042289131,0.3085823853810628,0.05248753848801447,0.01,3,4,"{'lr': 0.01, 'module__num_layers': 3, 'module__num_units': 4}",-0.01324713509529829,-0.012905271723866463,-0.012224627658724785,-0.012792344825963179,0.0004250056687187236,313
8.901517629623413,0.1042776694345712,0.30243635177612305,0.025763241601550337,0.01,3,5,"{'lr': 0.01, 'module__num_layers': 3, 'module__num_units': 5}",-0.01423704158514738,-0.011694702319800854,-0.012520288117229939,-0.012817344007392725,0.0010589472402472763,316
8.987115780512491,0.1500271225049998,0.26373791694641113,0.029692442529625534,0.01,3,6,"{'lr': 0.01, 'module__num_layers': 3, 'module__num_units': 6}",-0.013177902437746525,-0.011858506128191948,-0.011529497802257538,-0.012188635456065336,0.0007122960481976562,59
9.078106164932251,0.10246223339985122,0.27550586064656574,0.029950256210491587,0.01,3,7,"{'lr': 0.01, 'module__num_layers': 3, 'module__num_units': 7}",-0.01200785581022501,-0.011567982845008373,-0.012356387451291084,-0.011977408702174822,0.00032258407234230066,15
8.975129842758179,0.01984363755598441,0.24729204177856445,0.011828179369302905,0.01,3,8,"{'lr': 0.01, 'module__num_layers': 3, 'module__num_units': 8}",-0.013346953317523003,-0.011074733920395374,-0.01369564887136221,-0.012705778703093529,0.0011620750003598333,290
